id,workspaceId,outputJson,createdAt,agentType,chatbotAgentId,voiceAgentId,agenticFlowId,customAgentId,chatbotAgentVersionId,voiceAgentVersionId,agenticFlowVersionId,customAgentVersionId,chatbotConversationId,voiceConversationId,agenticFlowConversationId,customAgentConversationId,aiCoworkerRoleId
43,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",51:01.7,voicebot,,796,,,,,,,,4d4726eb0795473da2ab3dd6b45c3c3f,,,
44,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",55:10.5,voicebot,,796,,,,,,,,e9be0511065840a2ab175a7ea4b011e8,,,
45,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",58:19.1,voicebot,,793,,,,,,,,3974bfd84cd542b0a1d60e71902ab388,,,
46,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",59:45.8,voicebot,,794,,,,,,,,dca76475060d4e6ab1d241f25257ffc3,,,
47,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",00:17.5,voicebot,,796,,,,,,,,7ed3ce6cd4a64477a5cbc581cc8a849f,,,
48,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",01:49.2,voicebot,,796,,,,,,,,bf047fdb8e9045b9bfe1818a4a55fdbe,,,
49,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",04:14.1,voicebot,,795,,,,,,,,256f1999f8cf47449b53792dca3a5d77,,,
50,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",06:20.0,voicebot,,796,,,,,,,,8bbc7693e1654395b659e086be910ff0,,,
51,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",08:31.3,voicebot,,796,,,,,,,,faa0ee065b904814b5bb8ae5101f5aed,,,
52,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",10:18.4,voicebot,,794,,,,,,,,e1110ff02c1a44e0b4e0059189035c45,,,
53,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",11:24.9,voicebot,,795,,,,,,,,3fddd9d6852e468982fb8208c21ad9c0,,,
54,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",15:44.4,voicebot,,794,,,,,,,,02381c5c4fc0429190ff53e4fd784394,,,
55,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",17:28.6,voicebot,,796,,,,,,,,6166642b825d47f39b2565c2fe9862cb,,,
56,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",18:45.0,voicebot,,795,,,,,,,,178c0a40c4bd41189f9f50d2aa9baa1e,,,
57,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",23:09.2,voicebot,,795,,,,,,,,77063f3957ef4cdebc17e6e22204e3b7,,,
58,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",25:20.0,voicebot,,794,,,,,,,,12cf575a9d824d3fa9cff5d239d08b6d,,,
59,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",40:32.7,voicebot,,795,,,,,,,,c4e2f0907f7749bc92a3d4b4c6cc4693,,,
60,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",42:53.9,voicebot,,795,,,,,,,,e67623c8cb92418aaaac0fafe5847684,,,
61,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",44:16.5,voicebot,,796,,,,,,,,cdeb92638f464ca8ae16ff2c8985eb27,,,
62,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",46:07.9,voicebot,,794,,,,,,,,d300bb089e244ccd8a5cef2ae372254f,,,
63,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",47:36.6,voicebot,,794,,,,,,,,d6ad2410495f4679ba30745601e1d15c,,,
64,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",23:25.7,voicebot,,796,,,,,,,,d9bba00051764b319a71f5c14dd630c7,,,
65,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""expiry_info""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",58:02.1,voicebot,,795,,,,,,,,618e703aac58491b85524ceed4da5a98,,,
67,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",37:54.4,voicebot,,795,,,,,,,,f3f3daa4239d4cdbb5b52574852ff0d2,,,
68,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",57:40.5,voicebot,,795,,,,,,,,5c747aa3cf5441d797a1a5a277b03d3a,,,
69,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",59:54.3,voicebot,,795,,,,,,,,30676dad9ea54545bd613cbd25ae2713,,,
70,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""expiry_info"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",49:09.8,voicebot,,563,,,,,,,,cecfd78a988d4b58a93d686de26aff42,,,
71,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""expiry_info""], ""customer_disposition"": ""skeptic"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",52:28.0,voicebot,,563,,,,,,,,0e2092cd780246fa89cce4ec802144b7,,,
72,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",59:05.9,voicebot,,563,,,,,,,,b412ebc0ea3f49908ae24a79c5065341,,,
73,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",01:40.7,voicebot,,563,,,,,,,,528818a07e3b48428eee16580bb2db14,,,
74,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",02:20.5,voicebot,,563,,,,,,,,7e28989bfce74502b366626ee6ae8e9d,,,
75,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",03:29.8,voicebot,,563,,,,,,,,59e46715ae02430bba532cad8061237e,,,
76,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",04:57.6,voicebot,,563,,,,,,,,8126276ef608426cb124a6ac1737fded,,,
77,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",07:46.2,voicebot,,563,,,,,,,,9be077ad8e40423cb6f1307ee00042e5,,,
78,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",14:01.8,voicebot,,563,,,,,,,,d86f846f4c41447a86830a0bedb4df0c,,,
79,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",34:10.4,voicebot,,563,,,,,,,,4a476183e49849e39324d1ff00cb1b1f,,,
80,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",39:11.9,voicebot,,563,,,,,,,,ca20a81546a447bfaa29792af0efd38d,,,
81,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",40:53.2,voicebot,,563,,,,,,,,6bb33ce12f544002a1d65c4613c21662,,,
82,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",43:37.6,voicebot,,563,,,,,,,,88bd1baf7cc34a7db72603c4df2560a1,,,
83,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",28:02.4,voicebot,,563,,,,,,,,25b5b0dbe58e42b89db050068174805f,,,
84,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",38:09.3,voicebot,,563,,,,,,,,52a4a672a9ac4331b4e1f961263bf86c,,,
85,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",39:26.3,voicebot,,563,,,,,,,,89bdd78b45bd424ab33d89295bcec15c,,,
86,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""skeptic"", ""non_retention_reason"": ""poor_signal"", ""sim_retention_success"": false}",50:18.8,voicebot,,563,,,,,,,,b80fc84320b441669e6377d5b7dbbc39,,,
87,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",50:30.2,voicebot,,563,,,,,,,,4087bfbc3e2d4b9c84cda19a14baf1b9,,,
88,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",50:30.6,voicebot,,563,,,,,,,,ba0d3a4cce2f48849c04f745f3c6fd2f,,,
89,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [""promo_details"", ""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",20:44.4,voicebot,,563,,,,,,,,c18c40e29b9b42c08072b999135cbbd6,,,
90,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",33:16.2,voicebot,,794,,,,,,,,f6c56e89decb42c78ce8ca3a7aacb81b,,,
91,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""unused_sim"", ""sim_retention_success"": false}",35:38.1,voicebot,,794,,,,,,,,c545b69265cd435c83b01f6ff9a9cc01,,,
92,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""expiry_info""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",44:19.4,voicebot,,794,,,,,,,,4670070b58a542009108a7fb70cc50cf,,,
93,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""pricing"", ""sim_retention_success"": false}",44:55.2,voicebot,,794,,,,,,,,eecbfc3b06bc4c6a9a39d5b5b277c122,,,
94,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",48:30.6,voicebot,,794,,,,,,,,3608ff8e49ee4a319788917477fd04f8,,,
95,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",51:09.2,voicebot,,794,,,,,,,,fcf921837ae9427e8f0e6990a0841e4b,,,
96,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""reactivation_process""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",53:08.0,voicebot,,794,,,,,,,,0301c8e2da00415ab422569c79103d98,,,
97,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",55:19.0,voicebot,,794,,,,,,,,9a292d26602c4a7fa184fa1a94d23003,,,
98,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",00:37.1,voicebot,,794,,,,,,,,c4ff9da0275947669e35e88158e0a3a1,,,
99,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",03:29.9,voicebot,,794,,,,,,,,b4ac47d16bed420ea098ab7d633a359b,,,
100,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",04:38.5,voicebot,,794,,,,,,,,4f89ab9b867041eaa35120212d6fba90,,,
101,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",09:08.9,voicebot,,794,,,,,,,,21b3b524671e439a8fc79b44f8857332,,,
102,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",14:37.5,voicebot,,794,,,,,,,,34e8fd6ff5c143f592e2bc718a896cd8,,,
103,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",15:18.6,voicebot,,794,,,,,,,,f2cfc607de9a4b89abcb5c99fe582573,,,
104,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",20:41.8,voicebot,,794,,,,,,,,1ee8da110c7646cba397becc03a1c468,,,
105,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",03:48.8,voicebot,,760,,,,,,,,5037bcaf7bb54892a1dcd86bf42fe8d2,,,
106,cmkap74u500022flp24p2sge9,"{""user_sentiment"": 3, ""is_appointment_booked"": false}",12:31.1,voicebot,,34,,,,,,,,b5c564498eb947779c10f9272607b3f8,,,
107,cmkap74u500022flp24p2sge9,"{""user_sentiment"": 1, ""is_appointment_booked"": false}",43:45.5,voicebot,,828,,,,,,,,3ee0acb85a0d49048b95edb4818fb38f,,,
108,cmkap74u500022flp24p2sge9,"{""user_sentiment"": 3, ""is_appointment_booked"": false}",46:27.4,voicebot,,828,,,,,,,,e56ec7101ce94726b54852ced3a277d3,,,
109,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",02:23.4,voicebot,,795,,,,,,,,6d1e188e7293467892464bcb5b231040,,,
110,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",07:25.2,voicebot,,829,,,,,,,,64d877a5707b46f791a3b4d330fea5f3,,,
111,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",10:37.2,voicebot,,829,,,,,,,,c1186ebc2f6e4c03b932150f8bdce509,,,
112,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",15:38.5,voicebot,,794,,,,,,,,31ce744b29d74189981e7bfa328c53bf,,,
113,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": false}",16:24.8,voicebot,,794,,,,,,,,c2a7668a5d3b45bba43b5cdd0753d50d,,,
114,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",17:56.4,voicebot,,795,,,,,,,,20f2b6069b144b6bacf3dcbfa691ba61,,,
133,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",45:40.4,voicebot,,795,,,,,,,,246c8194d6ca4d2bb537af6049677327,,,
134,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",50:44.5,voicebot,,795,,,,,,,,e5fb091865324b818310b459e187cdfc,,,
135,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",52:22.6,voicebot,,795,,,,,,,,3656ac8057cb4a4c8acec3ec28a2bcc9,,,
136,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [""promo_details""], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",53:40.8,voicebot,,795,,,,,,,,49206e2db5a8438a83b56b240ae49e8b,,,
137,cmkap74u500022flp24p2sge9,"{""user_sentiment"": 4, ""is_appointment_booked"": true}",52:51.9,voicebot,,828,,,,,,,,8bbe897945514d64a5b4a2f53c2fd7d0,,,
138,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",58:00.0,voicebot,,795,,,,,,,,deae6d6526b14be3a6a9dad3d6165a38,,,
139,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",59:44.1,voicebot,,795,,,,,,,,da1c40fedf0e4166b441bb5f36eb8304,,,
140,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",01:35.9,voicebot,,795,,,,,,,,8830bd473e4b4235be92afa0126620ce,,,
141,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",04:13.3,voicebot,,795,,,,,,,,afc3f46fd8c44c2aa5f66ec20ec3d155,,,
142,cmkap74u500022flp24p2sge9,"{""user_sentiment"": 2, ""is_appointment_booked"": false}",07:22.6,voicebot,,828,,,,,,,,80483ff53f814ee0b7b707787aff8138,,,
143,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",18:14.8,voicebot,,829,,,,,,,,3cfbd74392bf4a3aa1aac11d0e6cedff,,,
144,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",19:32.6,voicebot,,829,,,,,,,,980a22049d66474f9ff6c07481c20f02,,,
145,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""neutral"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",45:03.6,voicebot,,829,,,,,,,,de6ba440f10448d987bd832ff8980ef0,,,
146,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",48:05.7,voicebot,,829,,,,,,,,62b4b7a194574001902d44270ce4d2dd,,,
147,cmkap74u500022flp24p2sge9,"{""call_completed"": false, ""question_topics"": [], ""customer_disposition"": ""disengaged"", ""non_retention_reason"": ""undisclosed"", ""sim_retention_success"": false}",50:05.2,voicebot,,829,,,,,,,,d6957e924c3a417aa03faf25e44ac1f4,,,
148,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",06:22.0,voicebot,,795,,,,,,,,5b8ec11151c648c09fa5c7f52f516ee5,,,
149,cmkap74u500022flp24p2sge9,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",07:38.9,voicebot,,795,,,,,,,,9135f371dbfa4ad49a2585aa28c26016,,,
150,cmnfqhmzn0050t5yfwd3eb4j4,"{""call_completed"": true, ""question_topics"": [], ""customer_disposition"": ""receptive"", ""non_retention_reason"": ""not_applicable"", ""sim_retention_success"": true}",07:25.8,voicebot,,563,,,,,,,,025f851bcee74aa9b9dab774f14bac43,,,
